cluster,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,37,89,8,3,1,1,31,65,17,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,5,23,39,29,14,11,22,10,12,2,0,0,0,0,0,0
2,0,2,1,2,1,1,1,2,5,1,0,6,6,4,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,3,52,52,0,1,23,56,25,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,10,11,9,11,11,8,2,2,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,5,4,0,3,0
7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,2,3,6,5,4,1,1,1,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,14,33,16,18,21,25,15,2,2,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,1,7,2,11,5,3,3,4,2,7,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,3,1,2,17,35,16,11,7,13,11,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,3,2,1,2,19,42,44,11,4,0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,2,85,48,6,3,2,15,76,46,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,1,0,2,6,5,7,0,0,6,7,4,2,5,14,1,1,0,1,0,0,0,0,0,0,0,0
16,0,3,66,50,11,0,3,45,56,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,9,9,12,2,1,1,0,1,0,0
18,30,6,2,3,1,2,20,8,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,3,4,1,3,0,1,0,0,0
20,0,0,0,0,0,0,0,0,1,3,2,2,20,39,22,7,2,0,1,2,7,5,0,0,1,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,2,1,4,0,1,27,49,42,5,1,2,6,15,8,5,0,1,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,7,25,17,12,4,1,1,1,0,0,0,0
24,0,0,0,0,0,0,0,1,4,4,1,2,37,43,25,2,1,0,1,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,14,10,12,30,24,10,5,0,1,0,0,0
26,0,0,0,0,0,0,0,0,0,0,1,3,2,5,1,0,0,3,3,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,7,7,14,16,21,12,5,1,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,6,4,0,2,0,2,1,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,20,13,21,32,17,10,7,1,0,0,0,0,0
31,0,0,0,4,24,1,0,5,7,11,5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,3,3,3,1,0
33,0,0,0,0,0,0,2,1,1,0,0,4,1,2,0,0,0,1,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
